"carat","cut","color","clarity","depth","table","price","x","y","z"
0.71,"Very Good","E","SI2",61.9,63,2375,5.74,5.69,3.54
0.41,"Premium","D","VVS2",61.9,59,1105,4.75,4.78,2.95
0.52,"Ideal","G","SI1",61.4,56,1675,5.18,5.21,3.19
1.57,"Premium","I","VVS2",60.7,58,11146,7.54,7.51,4.57
1.62,"Ideal","G","VS2",61.3,55,16183,7.55,7.6,4.64
0.5,"Very Good","F","SI2",62.9,57,1020,5.02,5.06,3.17
1.02,"Very Good","E","SI1",63.1,61,5508,6.42,6.35,4.03
1.59,"Ideal","I","VS2",61.1,55,9972,7.54,7.48,4.59
0.3,"Ideal","F","VS2",60.9,56,776,4.35,4.32,2.64
1,"Ideal","E","VS2",62.1,56,6720,6.42,6.39,3.98
0.41,"Ideal","G","VS1",60.8,57,961,4.84,4.8,2.93
0.55,"Ideal","H","IF",61.9,56,2120,5.26,5.34,3.26
0.54,"Ideal","H","VS1",61.9,56,1637,5.24,5.2,3.23
1.54,"Very Good","E","SI2",59,62,7877,7.56,7.59,4.47
1.01,"Very Good","G","SI2",61.9,55,3852,6.43,6.46,3.99
0.4,"Ideal","E","VS1",61.7,55,1125,4.76,4.73,2.93
0.9,"Very Good","D","SI1",61.1,63,3997,6.21,6.17,3.78
0.3,"Very Good","H","VS2",62.5,58,473,4.26,4.28,2.67
2.01,"Premium","H","SI1",60,60,12271,8.16,8.13,4.89
0.59,"Ideal","E","SI2",61.6,54,1248,5.42,5.45,3.35
0.4,"Ideal","F","VVS2",62.9,55,1039,4.75,4.72,2.98
0.38,"Very Good","E","SI1",61.2,59,700,4.64,4.67,2.85
0.3,"Ideal","G","VVS1",62.3,54,789,4.31,4.33,2.69
0.37,"Premium","I","VVS1",62.4,58,874,4.58,4.55,2.85
0.31,"Premium","I","VS1",63,58,628,4.32,4.29,2.71
0.72,"Ideal","F","SI1",62.3,56,3004,5.77,5.79,3.6
0.38,"Premium","H","VS2",60.5,59,700,4.66,4.69,2.83
0.9,"Good","G","VS1",63.6,58,4460,6.12,6.09,3.88
1.55,"Premium","G","VS2",60.5,60,10499,7.49,7.46,4.52
0.34,"Very Good","G","SI1",63.4,57,521,4.4,4.45,2.81
0.4,"Very Good","G","SI2",63.4,59,765,4.66,4.64,2.95
0.72,"Ideal","E","SI1",62.3,57,2857,5.76,5.7,3.57
0.4,"Good","G","VVS2",61.4,64,1050,4.7,4.65,2.87
0.32,"Ideal","E","VVS2",62.4,56,864,4.39,4.43,2.75
0.72,"Very Good","H","VS2",62.9,58,2396,5.7,5.75,3.6
0.71,"Ideal","F","SI2",62.2,56,2304,5.71,5.74,3.56
1.21,"Ideal","E","SI1",61.9,57,7424,6.88,6.79,4.23
0.3,"Very Good","E","SI1",62.9,57,526,4.27,4.32,2.7
0.33,"Ideal","H","IF",61.8,54,838,4.47,4.49,2.77
0.31,"Ideal","F","IF",62.2,56,979,4.31,4.34,2.69
1.51,"Premium","J","SI1",59.4,59,6851,7.45,7.54,4.45
0.31,"Ideal","G","VVS2",62.2,54,687,4.35,4.39,2.72
0.44,"Very Good","G","SI2",60.6,55,1016,4.94,4.96,3
0.71,"Ideal","E","SI1",59.9,56,2704,5.86,5.8,3.49
0.23,"Premium","G","VVS1",61.3,59,531,3.96,3.94,2.42
0.24,"Ideal","F","VVS2",61,56,678,4.05,4.08,2.48
0.35,"Ideal","D","VS1",61.2,56,1035,4.54,4.58,2.79
1.01,"Ideal","F","VS1",61.7,56,8552,6.48,6.45,3.99
1.7,"Premium","H","VS2",62.4,57,13298,7.6,7.54,4.72
0.38,"Premium","E","VVS1",61.9,58,1327,4.66,4.62,2.87
0.32,"Ideal","E","VVS1",61.6,56,1061,4.43,4.37,2.71
0.58,"Premium","G","VS1",61.5,58,1984,5.41,5.35,3.31
1.58,"Premium","F","SI2",60.7,60,6990,7.54,7.51,4.57
0.65,"Good","I","VS1",61.1,61.7,1744,5.55,5.59,3.4
0.36,"Ideal","D","VS1",62.8,55,1018,4.55,4.52,2.85
0.41,"Premium","D","SI2",62.3,58,683,4.73,4.77,2.96
0.56,"Ideal","E","VVS2",61.7,56,2712,5.31,5.33,3.28
0.9,"Premium","F","SI1",62,55,4183,6.2,6.16,3.83
0.59,"Ideal","F","VVS2",62,55,2611,5.36,5.38,3.33
2.09,"Premium","H","SI2",62.1,58,17001,8.17,8.22,5.09
0.26,"Very Good","G","VVS1",61.2,56,545,4.1,4.13,2.52
1.11,"Ideal","E","SI1",62.5,54,6737,6.62,6.63,4.13
0.33,"Premium","E","VS2",61.1,59,928,4.49,4.45,2.73
1.05,"Premium","E","SI2",62.2,59,3886,6.51,6.44,4.03
0.35,"Good","E","VS1",61.3,65,938,4.51,4.53,2.77
0.65,"Ideal","D","VVS1",61.8,57,4022,5.54,5.56,3.43
1.5,"Good","I","VS1",57.9,60,9828,7.48,7.44,4.32
0.76,"Ideal","F","SI1",62.6,57,2719,5.84,5.89,3.67
0.71,"Very Good","D","VVS2",61,56,4363,5.75,5.79,3.52
0.35,"Ideal","D","SI1",62.3,57,644,4.5,4.52,2.81
1,"Premium","J","VS2",60.7,61,3685,6.5,6.41,3.92
0.53,"Premium","I","VVS1",63,56,1607,5.19,5.13,3.25
0.91,"Very Good","D","SI1",63.5,56,4389,6.13,6.18,3.91
1.2,"Good","G","VS2",57.8,59,8032,7.06,7,4.06
1.02,"Premium","F","VVS2",60.9,59,8616,6.44,6.56,3.96
0.42,"Very Good","H","VVS1",62.2,56,1193,4.78,4.81,2.98
1.27,"Premium","I","SI1",62.3,56,5547,6.93,6.85,4.29
1.15,"Very Good","H","SI1",60.9,57,5047,6.72,6.8,4.12
0.51,"Premium","F","SI1",59.4,60,1308,5.19,5.21,3.09
1.22,"Premium","J","SI2",62.6,59,3156,6.79,4.24,3.76
0.42,"Ideal","G","SI2",62.3,55,686,4.8,4.83,3
0.35,"Ideal","D","VS1",60.8,57,890,4.57,4.61,2.79
0.71,"Premium","F","VS2",59.6,59,2686,5.81,5.77,3.45
0.4,"Premium","G","IF",60.8,58,1333,4.73,4.77,2.89
0.64,"Fair","F","VS2",57,62.5,2063,5.67,5.78,3.26
0.52,"Very Good","F","VS2",61.9,59,1550,5.11,5.14,3.17
1.13,"Ideal","E","VS2",62,54,8253,6.66,6.7,4.14
0.32,"Premium","G","VS2",61.5,60,561,4.4,4.42,2.71
0.53,"Good","J","VS2",63.8,57,1023,5.1,5.12,3.26
0.88,"Ideal","E","SI2",62.2,57,3329,6.08,6.2,3.82
1.15,"Very Good","H","SI2",61.4,58,4418,6.7,6.75,4.13
0.5,"Ideal","G","SI2",61.4,57,1107,5.1,5.13,3.14
0.57,"Ideal","G","VS1",62.1,56,1851,5.3,5.33,3.3
1.1,"Very Good","F","VS2",62.7,58.5,7272,6.5,6.59,4.1
0.34,"Ideal","G","VS2",62,54,765,4.5,4.47,2.78
1,"Premium","D","SI1",62.3,60,4469,6.23,6.19,3.87
0.31,"Ideal","E","VS2",60.5,56,680,4.38,4.41,2.66
1.72,"Premium","H","SI1",61.4,59,12880,7.64,7.71,4.71
0.34,"Ideal","E","VS2",62.2,57,829,4.46,4.42,2.76
0.42,"Very Good","F","VS1",60.9,58,910,4.84,4.88,2.96
1.75,"Very Good","H","VS1",63.3,56,14359,7.63,7.53,4.8
1.27,"Premium","H","VS2",62.1,60,7219,6.94,6.88,4.29
0.3,"Very Good","F","VS1",61.9,59,658,4.26,4.3,2.65
0.7,"Very Good","E","VS2",62.5,57,2593,5.64,5.68,3.54
0.7,"Premium","G","I1",59.7,59,1138,5.76,5.57,3.39
0.94,"Premium","D","SI1",60.7,60,4817,6.32,6.27,3.82
0.74,"Ideal","G","VS1",61.2,56,3635,5.83,5.86,3.58
0.56,"Premium","F","SI1",60.8,58,1436,5.31,5.34,3.24
0.76,"Fair","H","SI1",61.9,70,2328,5.84,5.77,3.59
0.43,"Very Good","F","VS2",61.6,59,905,4.78,4.87,2.97
0.4,"Ideal","D","VS2",61.9,58,917,4.7,4.73,2.92
1.6,"Premium","F","SI2",61.1,58,9229,7.57,7.53,4.61
1.04,"Very Good","G","SI2",62.6,58,4375,6.42,6.49,4.04
0.57,"Premium","I","VVS1",62.1,58,1608,5.25,5.32,3.28
3.01,"Fair","I","SI2",65.8,56,18242,8.99,8.94,5.9
0.31,"Ideal","H","VVS1",62.3,54,687,4.37,4.4,2.73
0.34,"Very Good","F","VVS1",61.3,57,939,4.49,4.52,2.76
1.1,"Premium","E","VVS2",60.1,58,10387,6.69,6.76,4.04
1.58,"Premium","G","VS2",62.6,59,13132,7.47,7.44,4.67
0.23,"Very Good","D","VVS2",62.2,58,530,3.94,3.97,2.46
0.38,"Premium","F","VS1",60.9,58,933,4.68,4.71,2.86
0.41,"Premium","G","SI1",62.8,58,861,4.74,4.72,2.97
1.51,"Ideal","H","SI1",61.8,55,9336,7.38,7.42,4.57
0.73,"Very Good","E","SI2",59.3,57,2395,5.88,5.95,3.51
0.3,"Very Good","E","VS2",60.7,63,612,4.32,4.35,2.63
1.06,"Premium","F","SI2",62.4,58,4372,6.5,6.54,4.07
0.48,"Good","D","VS1",59.3,58,1743,5.09,5.13,3.03
0.35,"Premium","E","SI1",62.9,58,788,4.52,4.48,2.83
1.02,"Very Good","E","VS1",61,58,7503,6.46,6.52,3.96
0.36,"Ideal","H","IF",61.9,57,1013,4.6,4.55,2.83
1.5,"Premium","E","SI2",58,60,8190,7.52,7.47,4.35
1,"Ideal","J","SI2",62.1,56,3528,6.41,6.34,3.96
0.52,"Ideal","E","SI1",61.4,57,1429,5.18,5.15,3.17
0.72,"Fair","F","VS2",55.4,64,2724,6.06,5.97,3.34
0.51,"Premium","G","VS2",61.3,59,1443,5.17,5.11,3.15
0.53,"Ideal","D","VS2",62.1,55,1857,5.17,5.2,3.22
0.32,"Very Good","E","VS2",60.5,58,561,4.4,4.42,2.67
1.17,"Ideal","G","VS1",61.7,57,9326,6.71,6.75,4.15
0.53,"Premium","D","SI2",59.3,61,1318,5.29,5.26,3.13
1.7,"Premium","F","SI2",60.1,58,11322,7.74,7.67,4.63
0.3,"Ideal","G","IF",61.5,56,863,4.32,4.36,2.67
0.73,"Premium","G","VS2",59.2,59,2770,5.92,5.87,3.49
0.3,"Premium","G","VS1",62.5,59,787,4.32,4.25,2.68
0.83,"Premium","G","SI2",61.6,57,2749,6.06,6.02,3.72
1.01,"Premium","J","I1",60.7,59,2602,6.42,6.39,3.89
1.01,"Very Good","G","VS2",61.9,58,6047,6.37,6.42,3.96
0.31,"Ideal","D","VS1",61.8,55,877,4.36,4.34,2.69
0.3,"Ideal","H","VVS2",61.5,57,776,4.34,4.31,2.66
0.34,"Ideal","J","VS1",61.9,55,413,4.5,4.54,2.8
0.43,"Premium","D","SI1",61,58,993,4.88,4.83,2.96
0.3,"Ideal","D","VS1",61,58,601,4.3,4.36,2.64
1.62,"Ideal","F","SI1",62.5,55,12857,7.56,7.52,4.71
1.21,"Ideal","F","VS2",61.3,56,9397,6.86,6.91,4.22
0.23,"Very Good","E","VVS1",62.5,54,478,3.94,3.96,2.47
0.8,"Premium","G","VS1",62.5,58,3514,5.9,5.94,3.7
1.52,"Very Good","H","SI1",60.9,59,9642,7.43,7.49,4.54
2.61,"Ideal","I","SI2",62.1,56,18756,8.85,8.73,5.46
1,"Very Good","F","SI2",61.6,62,4255,6.3,6.37,3.9
0.39,"Very Good","G","VS1",62.7,58,798,4.63,4.69,2.92
1.06,"Very Good","F","SI1",59.5,63,4488,6.62,6.59,3.93
0.65,"Premium","I","SI2",60.7,58,1219,5.65,5.62,3.42
0.59,"Very Good","H","SI1",61.8,56,1239,5.39,5.43,3.35
0.59,"Very Good","E","SI1",62.9,58,1652,5.31,5.34,3.35
0.41,"Ideal","I","IF",62.6,57,1007,4.74,4.78,2.98
0.31,"Ideal","G","IF",61,56,891,4.38,4.41,2.68
0.32,"Ideal","F","SI2",62.6,56,540,4.41,4.37,2.75
0.52,"Premium","I","VVS1",63,58,1619,5.12,5.1,3.22
2.01,"Premium","J","VS2",61.1,59,13228,8.07,8.04,4.92
1,"Good","D","SI2",63.3,56,4620,6.35,6.38,4.03
0.62,"Very Good","D","VS1",63.4,55,2310,5.46,5.43,3.45
0.25,"Premium","E","VVS2",61.5,59,576,4.02,4.04,2.48
0.24,"Very Good","F","VVS1",61.8,58,478,3.95,3.98,2.45
1.14,"Premium","G","VS2",60.9,57,7079,6.79,6.73,4.12
0.43,"Ideal","I","VVS1",60.6,57,1120,4.88,4.94,2.97
0.56,"Ideal","E","SI1",62.3,56,1698,5.3,5.26,3.29
0.3,"Ideal","E","VVS1",62.4,55,826,4.32,4.34,2.7
0.3,"Premium","D","VVS2",60.7,59,741,4.33,4.34,2.63
0.91,"Premium","F","VS2",62.2,58,4892,6.21,6.17,3.85
1.2,"Ideal","D","VS2",61.4,55,9424,6.78,6.87,4.19
0.56,"Ideal","E","VS2",60.9,56,1819,5.32,5.35,3.25
0.9,"Very Good","D","VS2",60.9,62,4804,6.11,6.18,3.74
0.58,"Ideal","F","SI2",62.6,57,1208,5.27,5.33,3.32
0.9,"Premium","H","VVS1",62.3,59,4890,6.15,6.09,3.81
0.38,"Ideal","E","VVS2",62.4,56,1097,4.69,4.63,2.91
0.3,"Good","I","IF",63.3,57,631,4.23,4.3,2.7
0.5,"Ideal","G","SI2",62.1,55,1074,5.12,5.15,3.19
0.51,"Ideal","E","VS2",61.8,57,1656,5.14,5.15,3.18
0.93,"Premium","F","VS2",61.7,58,4961,6.22,6.29,3.86
0.72,"Ideal","E","VS2",61.5,56,3601,5.77,5.81,3.56
0.43,"Good","J","SI2",63.7,57,629,4.79,4.76,3.04
1,"Premium","F","SI1",62.1,59,5152,6.39,6.36,3.96
1.02,"Ideal","F","SI2",62.6,56,4851,6.38,6.44,4.01
0.53,"Ideal","D","VS1",61.5,55,1813,5.19,5.22,3.2
1.54,"Premium","I","SI1",61.8,57,7512,7.43,7.37,4.57
0.38,"Very Good","D","SI1",62.2,53.8,831,4.65,4.69,2.9
0.25,"Ideal","H","VVS1",62.5,56,450,4.03,4.06,2.53
2.13,"Very Good","G","SI2",61.5,57,15454,8.27,8.34,5.11
0.3,"Good","E","VVS2",59.8,64,814,4.34,4.29,2.58
0.53,"Ideal","E","VS2",61.4,56,1721,5.21,5.24,3.21
0.43,"Very Good","I","VS1",60.9,55,730,4.89,4.99,3.01
0.31,"Ideal","H","VS2",62.6,57,489,4.31,4.35,2.71
0.61,"Ideal","F","VVS2",61.5,55,3248,5.47,5.53,3.38
0.34,"Ideal","G","SI1",61.9,55,540,4.5,4.52,2.79
0.53,"Ideal","H","VS2",61.7,54,1604,5.23,5.2,3.22
1.39,"Premium","G","SI1",61.3,59,7991,7.24,7.15,4.41
0.71,"Ideal","I","VS2",61.5,55,2878,5.76,5.78,3.55
0.71,"Very Good","E","VS2",60,59,2881,5.84,5.83,3.5
0.55,"Ideal","G","VS1",61.5,57,1856,5.28,5.23,3.23
0.57,"Premium","G","VS1",60.5,58,1746,5.39,5.32,3.24
1,"Premium","E","VVS2",62.7,60,8888,6.32,6.34,3.97
1.02,"Ideal","D","SI1",61.3,56,6157,6.48,6.53,3.99
0.53,"Ideal","F","VVS1",62.1,53.2,2273,5.17,5.21,3.22
0.9,"Very Good","E","VS1",63,55,4449,6.08,6.15,3.85
0.73,"Ideal","I","VVS2",62.3,55,2496,5.76,5.77,3.59
0.71,"Very Good","G","SI1",61.7,56,2334,5.7,5.74,3.53
0.25,"Very Good","G","VVS1",63,54,525,4.02,4.04,2.54
0.73,"Ideal","I","VS1",62.1,54,2167,5.77,5.8,3.59
0.81,"Ideal","D","SI1",61.5,57,2748,6,6.03,3.7
0.3,"Good","E","VVS1",61.2,63,739,4.24,4.26,2.6
1.07,"Premium","G","VS2",60.5,56,6471,6.71,6.64,4.04
1.52,"Premium","J","VS1",62.4,59,8110,7.31,7.36,4.58
0.9,"Very Good","H","VS1",63.5,59,4234,6.13,6.1,3.88
0.36,"Ideal","E","VS1",62.7,57,727,4.55,4.58,2.86
0.24,"Good","F","VVS1",64.8,57,492,3.9,3.94,2.54
1.03,"Very Good","G","VS1",60.7,58,6628,6.5,6.55,3.96
1.21,"Premium","F","VS2",61.3,58,8139,6.89,6.84,4.21
1.07,"Premium","F","SI2",62,58,4700,6.57,6.52,4.06
0.4,"Ideal","F","VVS1",61.9,55,1168,4.75,4.78,2.95
0.7,"Very Good","E","VVS1",63.2,57,4644,5.62,5.67,3.57
1,"Ideal","E","SI2",62.9,56,3450,6.32,6.3,3.97
0.3,"Ideal","E","VVS1",60.6,57,956,4.35,4.33,2.63
0.31,"Premium","E","VVS1",61.3,58,924,4.36,4.39,2.68
0.71,"Premium","G","SI2",59.9,59,1717,5.79,5.82,3.48
0.51,"Premium","F","SI2",58.3,61,1036,5.18,5.14,3.01
1.34,"Very Good","J","SI2",62.3,61,5787,6.97,7.05,4.37
0.24,"Very Good","E","VVS2",62.2,56,608,3.96,3.98,2.47
0.3,"Ideal","H","SI1",63,54,540,4.3,4.27,2.7
0.34,"Very Good","G","IF",59.4,56,917,4.59,4.63,2.74
1.25,"Very Good","J","VS1",60.4,60,5628,6.99,7.08,4.25
0.41,"Ideal","D","SI2",61,56,683,4.78,4.83,2.93
0.31,"Ideal","E","VVS1",61,57,903,4.39,4.37,2.67
0.56,"Ideal","D","SI1",61.4,57,1723,5.31,5.34,3.27
1.23,"Ideal","H","VS1",60.6,57,7803,6.94,6.98,4.22
0.9,"Fair","D","SI2",65.9,59,3205,6,5.95,3.94
0.43,"Premium","G","VVS2",62.2,55,1129,4.84,4.81,3
0.51,"Ideal","E","VS2",61.6,56.3,1656,5.14,5.15,3.16
0.32,"Ideal","F","VS1",61.9,57,716,4.38,4.41,2.72
0.28,"Ideal","F","IF",62.4,55,828,4.2,4.17,2.61
0.31,"Ideal","H","VVS1",60.8,55,942,4.42,4.39,2.68
1.51,"Premium","E","SI1",60.3,58,12336,7.47,7.43,4.49
1,"Good","G","VS2",63,58,5723,6.25,6.35,3.97
1.6,"Very Good","E","SI2",62,57,9900,7.47,7.54,4.65
0.3,"Very Good","G","SI1",62.4,54,432,4.33,4.35,2.71
0.7,"Ideal","G","VS2",62.3,57,2723,5.65,5.68,3.53
0.35,"Ideal","F","VS2",61.4,55,706,4.55,4.6,2.81
1.55,"Ideal","E","SI1",62.3,56,12646,7.43,7.37,4.61
0.41,"Good","E","SI2",63.2,58,638,4.68,4.72,2.97
1.04,"Ideal","I","VS1",62.9,43,4997,6.45,6.41,4.04
0.58,"Fair","E","SI1",64.4,57,1641,5.26,5.24,3.38
0.72,"Premium","D","SI1",62.6,59,2732,5.74,5.7,3.58
0.32,"Ideal","I","VS1",62,54,523,4.37,4.41,2.72
0.8,"Ideal","F","SI1",60.5,57,3420,6.02,6.07,3.66
0.27,"Very Good","G","VVS2",62,56,504,4.14,4.17,2.57
0.53,"Ideal","E","VS2",60.9,56,1786,5.27,5.28,3.21
0.31,"Good","G","VVS2",63.2,58,707,4.26,4.32,2.71
0.46,"Fair","I","VS2",66.8,55,855,4.82,4.77,3.2
0.34,"Ideal","F","IF",61.9,55,1276,4.49,4.52,2.79
0.59,"Very Good","I","SI1",62.8,59,1109,5.34,5.36,3.36
0.9,"Very Good","G","VVS1",63.3,58,4697,6.05,6.14,3.86
1.14,"Very Good","D","VS2",58.7,60,7928,6.82,6.88,4.02
0.77,"Ideal","D","VS1",62.3,56,4407,5.83,5.89,3.65
1.8,"Ideal","H","VS1",62.3,56,14968,7.76,7.79,4.84
0.32,"Premium","G","VS2",60.5,58,720,4.42,4.41,2.67
0.76,"Ideal","H","SI1",62.4,55,2371,5.87,5.83,3.65
0.49,"Premium","F","SI1",60.5,60,1072,5.1,5.08,3.08
1.2,"Very Good","F","VS1",58.7,59,9574,6.89,7.07,4.1
1.01,"Premium","J","I1",60.7,59,2488,6.39,6.42,3.89
0.35,"Ideal","E","VS1",61.9,56,1063,4.53,4.51,2.8
1.11,"Premium","G","VS2",60.8,58,6713,6.7,6.65,4.06
0.54,"Very Good","E","SI1",62.1,59,1379,5.17,5.2,3.22
0.41,"Ideal","D","SI1",62.3,55,1015,4.79,4.77,2.98
1.02,"Good","F","SI2",63.3,61,3811,6.28,6.32,3.99
0.92,"Very Good","F","SI2",62.9,58,3763,6.18,6.22,3.9
1.02,"Fair","F","SI2",66.6,58,3633,6.21,6.14,4.11
0.3,"Ideal","I","SI2",62,54,348,4.31,4.34,2.68
0.42,"Premium","H","SI1",60.5,58,1008,4.85,4.83,2.93
1,"Premium","E","VS2",61.8,59,6600,6.38,6.41,3.95
0.56,"Premium","E","VS2",58.8,59,1882,5.45,5.36,3.18
0.7,"Ideal","I","VS1",62.4,56,2398,5.66,5.68,3.54
1.3,"Premium","I","VS2",62.7,58,6246,6.97,6.9,4.35
1.35,"Very Good","G","VS1",60.1,56,9729,7.16,7.21,4.32
1.02,"Ideal","D","SI2",58.9,61,4971,6.56,6.62,3.88
0.7,"Very Good","I","VS2",60.1,57,2316,5.79,5.82,3.49
0.53,"Ideal","I","VS1",61.6,55,1263,5.21,5.25,3.22
0.53,"Ideal","G","VVS1",61.2,55,2005,5.19,5.23,3.19
0.3,"Ideal","G","VVS2",62.7,57,684,4.26,4.32,2.69
0.3,"Ideal","G","VVS2",61.1,58,638,4.33,4.35,2.65
0.5,"Very Good","D","SI1",58.8,60,1436,5.17,5.23,3.06
0.24,"Premium","I","VS1",62.5,57,355,3.97,3.94,2.47
0.42,"Ideal","E","VVS1",61.6,56,1400,4.81,4.84,2.97
0.3,"Premium","H","VVS1",61.3,58,761,4.32,4.3,2.64
1.25,"Premium","J","VS1",62.2,58,5740,6.92,6.88,4.29
0.36,"Ideal","F","VS1",60.1,57,789,4.62,4.67,2.79
0.71,"Good","F","SI2",64.5,55.6,2282,5.58,5.61,3.6
0.4,"Very Good","D","SI2",63.1,56,798,4.67,4.65,2.94
0.41,"Premium","D","VS2",62.4,60,1076,4.75,4.71,2.95
0.41,"Very Good","G","SI1",62.9,56,719,4.7,4.75,2.97
1.13,"Ideal","E","SI1",62.2,55,6682,6.69,6.66,4.15
0.53,"Ideal","G","IF",61.9,56,2247,5.18,5.22,3.21
0.71,"Ideal","F","VS1",62.1,56,3457,5.69,5.75,3.55
0.46,"Ideal","I","VS1",62.3,56,974,4.96,4.93,3.08
0.56,"Ideal","F","VVS2",61.3,57,2554,5.31,5.35,3.26
0.91,"Fair","H","SI1",65.8,58,2854,6.04,6.01,3.96
0.93,"Ideal","I","SI2",62.3,57,3047,6.22,6.2,3.87
0.43,"Ideal","G","VVS2",60.9,57,1129,4.9,4.85,2.97
0.41,"Premium","G","SI1",62.5,57,923,4.72,4.69,2.94
0.32,"Very Good","J","VS2",62.9,56,393,4.37,4.4,2.76
1.01,"Good","E","SI1",64.1,62,4399,6.19,6.26,3.99
0.7,"Good","E","SI1",63.5,59,2812,5.49,5.53,3.5
1,"Premium","E","SI2",58.5,59,3450,6.62,6.51,3.84
0.39,"Premium","F","IF",58,61,1290,4.83,4.79,2.79
1.23,"Ideal","H","VVS2",61.6,57,8509,6.87,6.92,4.25
0.31,"Good","F","VS2",58.2,58,637,4.46,4.51,2.61
1.21,"Ideal","J","VS2",62.2,57,4879,6.78,6.82,4.23
0.3,"Premium","G","VS1",61.9,59,776,4.32,4.28,2.66
0.8,"Good","D","SI1",63.7,57,2738,5.88,5.8,3.72
1.01,"Ideal","G","SI2",61,56,4383,6.48,6.54,3.97
0.31,"Ideal","G","IF",61.9,55,891,4.35,4.38,2.7
1.31,"Premium","H","VS2",59.8,58,7732,7.19,7.09,4.27
1.23,"Ideal","J","SI1",62.2,57,5407,6.89,6.81,4.26
0.33,"Ideal","E","VVS1",60.9,56,984,4.46,4.48,2.72
0.36,"Ideal","F","SI1",62.7,57,520,4.53,4.56,2.85
1.01,"Ideal","E","VS2",61.9,55,6787,6.44,6.38,3.97
0.63,"Premium","H","VVS1",61.3,61,2177,5.49,5.44,3.35
0.53,"Very Good","D","SI2",59.3,61,1226,5.26,5.29,3.13
1.02,"Premium","F","SI2",58,60,3996,6.7,6.64,3.87
0.82,"Very Good","E","SI1",63.2,57,2741,5.92,5.97,3.76
0.4,"Ideal","D","VS1",61.3,54,1053,4.76,4.8,2.93
0.58,"Good","E","VVS1",61.9,63,2243,5.27,5.33,3.28
0.83,"Ideal","F","SI1",62.2,55,3560,6.01,6.03,3.74
0.26,"Very Good","I","SI1",59.2,60,445,4.2,4.24,2.5
0.31,"Premium","G","VS2",61.5,60,544,4.31,4.34,2.66
1.01,"Premium","D","VVS2",62.4,58,10732,6.39,6.44,4
0.57,"Ideal","G","VS1",62,55,1851,5.29,5.35,3.3
1.21,"Premium","G","VS2",62.8,59,8402,6.84,6.76,4.27
1.19,"Premium","I","SI2",62.6,58,4498,6.82,6.69,4.23
0.42,"Ideal","D","SI1",62,55,1040,4.84,4.83,3
1.05,"Ideal","H","SI2",61.9,56,4504,6.49,6.56,4.04
2.01,"Premium","H","SI2",62,60,14364,8.11,8.04,5.02
0.32,"Very Good","G","VS2",61.9,56,576,4.36,4.39,2.71
0.3,"Ideal","D","SI2",60.2,56,574,4.4,4.37,2.64
0.9,"Very Good","G","VS2",60.9,59,4269,6.18,6.24,3.78
0.4,"Ideal","E","VS2",62.1,54,854,4.72,4.75,2.94
0.7,"Premium","E","SI1",60,59,2777,5.79,5.75,3.46
0.63,"Very Good","H","VVS1",62,57,2127,5.47,5.5,3.4
0.76,"Ideal","F","SI2",61.6,57,2253,5.91,5.85,3.62
2.01,"Premium","I","VS2",60.3,62,15939,8.13,8.08,4.89
0.5,"Very Good","G","VS1",61.9,59,1603,5.06,5.08,3.14
0.32,"Good","E","SI1",63.5,56,524,4.34,4.38,2.77
1.06,"Ideal","H","VS2",62.4,57,4416,6.54,6.48,4.06
0.3,"Premium","H","VS2",62.5,59,608,4.28,4.23,2.66
1.74,"Premium","J","VS1",62.5,58,11050,7.67,7.65,4.79
0.29,"Very Good","H","VVS2",61.7,55,541,4.27,4.3,2.64
1.09,"Ideal","H","VS2",61.4,57,6419,6.61,6.65,4.07
1.09,"Premium","I","SI1",62,58,4090,6.6,6.56,4.08
1.16,"Premium","I","SI1",62.7,57,4872,6.76,6.67,4.21
2.01,"Fair","H","SI2",65.8,63,13587,7.77,7.68,5.08
0.73,"Very Good","H","VS1",58.7,61,2446,5.9,5.95,3.48
0.3,"Ideal","G","SI1",61.6,57,432,4.29,4.34,2.66
0.24,"Very Good","G","VS1",61.2,56,391,4,4.03,2.46
0.63,"Ideal","G","VS2",60.9,56,2357,5.57,5.6,3.4
1.61,"Ideal","E","SI2",63,60,11090,7.45,7.42,4.68
0.35,"Premium","G","SI1",60.3,60,669,4.59,4.57,2.76
0.97,"Ideal","H","SI2",61.6,56,3802,6.39,6.36,3.93
1.23,"Ideal","G","VS2",61.5,54,7988,6.89,6.92,4.25
1.21,"Premium","E","SI2",61.9,60,6071,6.78,6.73,4.18
0.7,"Very Good","D","VS2",59.6,61,2833,5.77,5.8,3.45
0.51,"Ideal","E","VS2",61.5,57,1781,5.12,5.09,3.14
0.51,"Very Good","G","VVS2",62.9,57,1875,5.09,5.12,3.21
0.51,"Ideal","E","VS2",61.7,54,1781,5.18,5.13,3.18
0.9,"Very Good","I","VS2",62.8,52,3764,6.19,6.23,3.9
0.93,"Very Good","G","SI1",62.5,57.8,3933,6.15,6.28,3.87
0.36,"Very Good","E","SI1",59.9,60,615,4.59,4.62,2.76
1.15,"Premium","I","SI1",62.5,60,4939,6.72,6.68,4.19
1.02,"Ideal","E","SI1",62.2,57,5553,6.41,6.45,4
2.02,"Very Good","G","SI2",63.1,56,15848,8.06,8.02,5.07
